Path,Gender,Age,Ethnicity,Facial Emotion,Identity
datasets_with_standard_labels\RAF-DB\train\images\00002249,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002250,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002251,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002252,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002253,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002254,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002255,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002256,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002257,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002258,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002259,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002260,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002261,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002262,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002263,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002264,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002265,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002266,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002267,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002268,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002269,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002270,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002271,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002272,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002273,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002274,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002275,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002276,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002277,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002278,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002279,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002280,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002281,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002282,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002283,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002284,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002285,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002286,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002287,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002288,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002289,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002290,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002291,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002292,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002293,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002294,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002295,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002296,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002297,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002298,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002299,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002300,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002301,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002302,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002303,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002304,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002305,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002306,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002307,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002308,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002309,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002310,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002311,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002312,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002313,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002314,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002315,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002316,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002317,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002318,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002319,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002320,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002321,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002322,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002323,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002324,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002325,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002326,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002327,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002328,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002329,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002330,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002331,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002332,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002333,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002334,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002335,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002336,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002337,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002338,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002339,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002340,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002341,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002342,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002343,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002344,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002345,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002346,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002347,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002348,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002349,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002350,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002351,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002352,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002353,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002354,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002355,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002356,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002357,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002358,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002359,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002360,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002361,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002362,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002363,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002364,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002365,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002366,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002367,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002368,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002369,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002370,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002371,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002372,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002373,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002374,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002375,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002376,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002377,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002378,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002379,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002380,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002381,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002382,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002383,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002384,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002385,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002386,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002387,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002388,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002389,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002390,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002391,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002392,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002393,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002394,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002395,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002396,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002397,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002398,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002399,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002400,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002401,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002402,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002403,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002404,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002405,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002406,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002407,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002408,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002409,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002410,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002411,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002412,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002413,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002414,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002415,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002416,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002417,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002418,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002419,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002420,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002421,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002422,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002423,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002424,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002425,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002426,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002427,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002428,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002429,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002430,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002431,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002432,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002433,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002434,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002435,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002436,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002437,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002438,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002439,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002440,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002441,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002442,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002443,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002444,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002445,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002446,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002447,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002448,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002449,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002450,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002451,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002452,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002453,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002454,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002455,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002456,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002457,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002458,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002459,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002460,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002461,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002462,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002463,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002464,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002465,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002466,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002467,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002468,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002469,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002470,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002471,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002472,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002473,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002474,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002475,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002476,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002477,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002478,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002479,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002480,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002481,0,-100.0,-100.0,3,-100.0
